EmployeeNumber,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition,YearlyIncome
5966,35,Travel_Rarely,750,Research & Development,28,3.0,Life Sciences,2.0,Male,46,4.0,2.0,Laboratory Technician,3.0,Married,3407,25348,1,No,17,3.0,4.0,80,2.0,10,3,2.0,10,9,6,8,0,40884
5967,48,Travel_Frequently,117,Research & Development,22,3.0,Medical,4.0,Female,58,3.0,4.0,Manager,4.0,Divorced,17174,2437,3,No,11,3.0,2.0,80,1.0,24,3,3.0,22,17,4,2428,1,206088
5968,56,Travel_Frequently,906,Sales,6,3.0,Life Sciences,3.0,Female,86,4.0,4.0,Sales Executive,1.0,Married,13212,18256,9,No,11,3.0,4.0,80,3.0,36,0,2.0,7,7,7,7,1,158544
5969,46,Travel_Rarely,563,Sales,1,4.0,Life Sciences,4.0,Male,56,4.0,4.0,Manager,1.0,Single,17567,3156,1,No,15,3.0,2.0,80,0.0,5257,5,1.0,26,0,0,12,1,210804
5970,46,Travel_Rarely,563,Sales,1,4.0,Life Sciences,4.0,Male,56,4.0,4.0,Manager,1.0,Single,17567,3156,1,No,15,3.0,2.0,80,0.0,5257,5,1.0,26,0,0,12,1,210804
5971,46,Travel_Rarely,563,Sales,1,4.0,Life Sciences,4.0,Male,56,4.0,4.0,Manager,1.0,Single,17567,3156,1,No,15,3.0,2.0,80,0.0,5257,5,1.0,26,0,0,12,0,210804
5972,43,Travel_Frequently,957,Research & Development,28,3.0,Medical,2.0,Female,72,4.0,1.0,Research Scientist,3.0,Single,4739,16090,4,No,12,3.0,4.0,80,0.0,18,2,3.0,3,2,1,2,1,56868
5973,43,Travel_Frequently,957,Research & Development,28,3.0,Medical,2.0,Female,72,4.0,1.0,Research Scientist,3.0,Single,4739,16090,4,No,12,3.0,4.0,80,0.0,18,2,3.0,3,2,1,2,1,56868
5974,49,Travel_Rarely,271,Research & Development,3,2.0,Medical,3.0,Female,43,2.0,2.0,Laboratory Technician,1.0,Married,4789,23070,4,No,25,4.0,1.0,80,1.0,10,3,3.0,5904,2,1,2,0,57468
5975,49,Travel_Rarely,271,Research & Development,3,2.0,Medical,3.0,Female,43,2.0,2.0,Laboratory Technician,1.0,Married,4789,23070,4,No,25,4.0,1.0,80,1.0,10,3,3.0,5904,2,1,2,1,57468
5976,49,Travel_Rarely,271,Research & Development,3,2.0,Medical,3.0,Female,43,2.0,2.0,Laboratory Technician,1.0,Married,4789,23070,4,No,25,4.0,1.0,80,1.0,10,3,3.0,5904,2,1,2,1,57468
5977,34,Travel_Rarely,546,Research & Development,10,3.0,Life Sciences,2.0,Male,83,3.0,1.0,Laboratory Technician,2.0,Divorced,2008,6896,1,No,14,3.0,2.0,80,2.0,1,3,3.0,1,0,1,0,1,24096
5978,34,Travel_Rarely,546,Research & Development,10,3.0,Life Sciences,2.0,Male,83,3.0,1.0,Laboratory Technician,2.0,Divorced,2008,6896,1,No,14,3.0,2.0,80,2.0,1,3,3.0,1,0,1,0,1,24096
5979,30,Travel_Rarely,241,Research & Development,470836,3.0,Medical,2.0,Male,48,2.0,1.0,Research Scientist,2.0,Married,2141,5348,1,No,12,3.0,2.0,80,1.0,6,3,2.0,6,4,1,1,1,25692
5980,30,Travel_Rarely,241,Research & Development,470836,3.0,Medical,2.0,Male,48,2.0,1.0,Research Scientist,2.0,Married,2141,5348,1,No,12,3.0,2.0,80,1.0,6,3,2.0,6,4,1,1,1,25692
5981,30,Travel_Rarely,241,Research & Development,470836,3.0,Medical,2.0,Male,48,2.0,1.0,Research Scientist,2.0,Married,2141,5348,1,No,12,3.0,2.0,80,1.0,6,3,2.0,6,4,1,1,1,25692
5982,55,Travel_Rarely,267,Sales,13,4.0,Marketing,1.0,Male,85,4.0,4.0,Sales Executive,3.0,Single,13695,9277,6,Yes,17,3.0,3.0,80,0.0,6100,2,2.0,19,7,3,8,0,164340
5983,55,Travel_Rarely,267,Sales,13,4.0,Marketing,1.0,Male,85,4.0,4.0,Sales Executive,3.0,Single,13695,9277,6,Yes,17,3.0,3.0,80,0.0,6100,2,2.0,19,7,3,8,1,164340
5984,25,Non-Travel,675,Research & Development,5,2.0,Life Sciences,2.0,Male,85,4.0,2.0,Healthcare Representative,1.0,Divorced,4000,18384,1,No,12,3.0,4.0,80,2.0,6,2,3.0,1872,3,1,5,1,48000
5985,25,Non-Travel,675,Research & Development,5,2.0,Life Sciences,2.0,Male,85,4.0,2.0,Healthcare Representative,1.0,Divorced,4000,18384,1,No,12,3.0,4.0,80,2.0,6,2,3.0,1872,3,1,5,1,48000
5986,29,Travel_Rarely,896,Research & Development,18,1.0,Medical,3.0,Male,86,2.0,1.0,Research Scientist,4.0,Single,2389,14961,1,Yes,13,3.0,3.0,80,0.0,4,3,2.0,4,3,3777,1,1,28668
5987,29,Travel_Rarely,896,Research & Development,18,1.0,Medical,3.0,Male,86,2.0,1.0,Research Scientist,4.0,Single,2389,14961,1,Yes,13,3.0,3.0,80,0.0,4,3,2.0,4,3,3777,1,1,28668
5988,29,Travel_Rarely,896,Research & Development,18,1.0,Medical,3.0,Male,86,2.0,1.0,Research Scientist,4.0,Single,2389,14961,1,Yes,13,3.0,3.0,80,0.0,4,3,2.0,4,3,3777,1,1,28668
5989,39,Travel_Rarely,360,Research & Development,23,3.0,Medical,3.0,Male,93,3.0,1.0,Research Scientist,1.0,Single,3904,22154,0,No,13,3.0,1.0,80,0.0,6,2,3.0,5,5335,0,3,1,46848
5990,39,Travel_Rarely,360,Research & Development,23,3.0,Medical,3.0,Male,93,3.0,1.0,Research Scientist,1.0,Single,3904,22154,0,No,13,3.0,1.0,80,0.0,6,2,3.0,5,5335,0,3,1,46848
5991,39,Travel_Rarely,360,Research & Development,23,3.0,Medical,3.0,Male,93,3.0,1.0,Research Scientist,1.0,Single,3904,22154,0,No,13,3.0,1.0,80,0.0,6,2,3.0,5,5335,0,3,1,46848
5992,30,Travel_Rarely,1427,Research & Development,2,1.0,Medical,2.0,Male,35,2.0,1.0,Laboratory Technician,4.0,Single,2720,11162,0,No,13,3.0,4.0,80,0.0,6,3,3.0,5,3,1,2,1,32640
5993,29,Travel_Rarely,694,Research & Development,1,3.0,Life Sciences,4.0,Female,87,2.0,4.0,Research Director,4.0,Divorced,16124,3423,3,No,14,3.0,2.0,80,2.0,9,2,2.0,7,7,1,7,1,193488
5994,29,Travel_Rarely,694,Research & Development,1,3.0,Life Sciences,4.0,Female,87,2.0,4.0,Research Director,4.0,Divorced,16124,3423,3,No,14,3.0,2.0,80,2.0,9,2,2.0,7,7,1,7,0,193488
5995,60,Travel_Rarely,370,Research & Development,636415,4.0,Medical,3.0,Male,92,1.0,3.0,Healthcare Representative,4.0,Divorced,10883,20467,3,No,20,4.0,3.0,80,1.0,19,2,4.0,1,0,0,0,1,130596
5996,23,Travel_Rarely,1309,Research & Development,26,1.0,Life Sciences,3.0,Male,83,3.0,1.0,Research Scientist,4.0,Divorced,2904,16092,1,No,12,3.0,3.0,80,2.0,4,2,2.0,4,2,1815,2,1,34848
5997,36,Travel_Rarely,172,Research & Development,4,4.0,Life Sciences,1.0,Male,37,2.0,2.0,Laboratory Technician,4.0,Single,5810,22604,1,No,16,3.0,3.0,80,0.0,10,2,2.0,10,4,1,8,0,69720
5998,36,Travel_Rarely,172,Research & Development,4,4.0,Life Sciences,1.0,Male,37,2.0,2.0,Laboratory Technician,4.0,Single,5810,22604,1,No,16,3.0,3.0,80,0.0,10,2,2.0,10,4,1,8,1,69720
5999,41,Travel_Rarely,1411,Research & Development,19,2.0,Life Sciences,3.0,Male,36,3.0,2.0,Research Scientist,1.0,Divorced,3072,19877,2,No,16,3.0,1.0,80,2.0,17,2,2.0,1,9822,0,0,1,36864
6000,44,Travel_Rarely,136,Research & Development,28,3.0,Life Sciences,4.0,Male,32,3.0,4.0,Research Director,1.0,Married,16328,22074,3,No,13,3.0,3.0,80,1.0,24,1,4.0,20,6,14,17,0,195936
6001,44,Travel_Rarely,136,Research & Development,28,3.0,Life Sciences,4.0,Male,32,3.0,4.0,Research Director,1.0,Married,16328,22074,3,No,13,3.0,3.0,80,1.0,24,1,4.0,20,6,14,17,0,195936
6002,32,Travel_Rarely,964,Sales,1,2.0,Life Sciences,1.0,Male,34,1.0,2.0,Sales Executive,2.0,Single,6735,12147,6,No,15,3.0,2.0,80,0.0,10,2,3.0,0,0,0,0,1,80820
6003,32,Travel_Rarely,964,Sales,1,2.0,Life Sciences,1.0,Male,34,1.0,2.0,Sales Executive,2.0,Single,6735,12147,6,No,15,3.0,2.0,80,0.0,10,2,3.0,0,0,0,0,0,80820
6004,32,Travel_Rarely,964,Sales,1,2.0,Life Sciences,1.0,Male,34,1.0,2.0,Sales Executive,2.0,Single,6735,12147,6,No,15,3.0,2.0,80,0.0,10,2,3.0,0,0,0,0,1,80820
6005,34,Travel_Rarely,470,Research & Development,2,4.0,Life Sciences,4.0,Male,84,2.0,2.0,Manufacturing Director,1.0,Married,5957,23687,6,No,13,3.0,2.0,80,1.0,8929,3,3.0,11,9,5,9,0,71484
6006,33,Non-Travel,722,Sales,17,3.0,Life Sciences,4.0,Male,38,3.0,4.0,Manager,3.0,Single,17444,20489,1,No,11,3.0,4.0,80,0.0,10,2,3.0,10,8,6,0,1,209328
6007,33,Non-Travel,722,Sales,17,3.0,Life Sciences,4.0,Male,38,3.0,4.0,Manager,3.0,Single,17444,20489,1,No,11,3.0,4.0,80,0.0,10,2,3.0,10,8,6,0,1,209328
6008,33,Non-Travel,722,Sales,17,3.0,Life Sciences,4.0,Male,38,3.0,4.0,Manager,3.0,Single,17444,20489,1,No,11,3.0,4.0,80,0.0,10,2,3.0,10,8,6,0,1,209328
6009,34,Travel_Rarely,699,Research & Development,6,1.0,Medical,2.0,Male,83,3.0,1.0,Research Scientist,1.0,Single,2960,17102,2,No,11,3.0,3.0,80,0.0,8,2,3.0,4,2,1,5233,1,35520
6010,56,Travel_Rarely,441,Research & Development,14,4.0,Life Sciences,2.0,Female,72,3.0,1.0,Research Scientist,2.0,Married,4963,4510,9,Yes,18,3.0,1.0,80,3.0,7173,2,3.0,5,4,4,3,0,59556
6011,56,Travel_Rarely,441,Research & Development,14,4.0,Life Sciences,2.0,Female,72,3.0,1.0,Research Scientist,2.0,Married,4963,4510,9,Yes,18,3.0,1.0,80,3.0,7173,2,3.0,5,4,4,3,1,59556
6012,56,Travel_Rarely,441,Research & Development,14,4.0,Life Sciences,2.0,Female,72,3.0,1.0,Research Scientist,2.0,Married,4963,4510,9,Yes,18,3.0,1.0,80,3.0,7173,2,3.0,5,4,4,3,1,59556
6013,34,Travel_Rarely,628,Research & Development,8,3.0,Medical,2.0,Male,82,4.0,2.0,Laboratory Technician,3.0,Married,4404,10228,2,No,12,3.0,1.0,80,0.0,9311,3,4.0,4,3,1,2,0,52848
6014,34,Travel_Rarely,628,Research & Development,8,3.0,Medical,2.0,Male,82,4.0,2.0,Laboratory Technician,3.0,Married,4404,10228,2,No,12,3.0,1.0,80,0.0,9311,3,4.0,4,3,1,2,1,52848
6015,34,Travel_Rarely,628,Research & Development,8,3.0,Medical,2.0,Male,82,4.0,2.0,Laboratory Technician,3.0,Married,4404,10228,2,No,12,3.0,1.0,80,0.0,9311,3,4.0,4,3,1,2,0,52848
6016,41,Travel_Rarely,645,Sales,1,3.0,Marketing,2.0,Male,49,4.0,3.0,Sales Executive,1.0,Married,8392,19566,1,No,16,3.0,3.0,80,1.0,10,2,3.0,10,7,4382,7,1,100704
6017,38,Travel_Frequently,240,Research & Development,2,4.0,Life Sciences,1.0,Female,75,4.0,2.0,Manufacturing Director,1.0,Single,5980,26085,6,Yes,12,3.0,4.0,80,0.0,17,2,3.0,15,7,2576,12,1,71760
6018,38,Travel_Frequently,240,Research & Development,2,4.0,Life Sciences,1.0,Female,75,4.0,2.0,Manufacturing Director,1.0,Single,5980,26085,6,Yes,12,3.0,4.0,80,0.0,17,2,3.0,15,7,2576,12,0,71760
6019,38,Travel_Frequently,240,Research & Development,2,4.0,Life Sciences,1.0,Female,75,4.0,2.0,Manufacturing Director,1.0,Single,5980,26085,6,Yes,12,3.0,4.0,80,0.0,17,2,3.0,15,7,2576,12,0,71760
6020,54,Travel_Rarely,155,Research & Development,9,2.0,Life Sciences,1.0,Female,67,3.0,2.0,Research Scientist,3.0,Married,2897,22474,3,No,11,3.0,3.0,80,2.0,9,6,2.0,4,3,2,3,0,34764
6021,54,Travel_Rarely,155,Research & Development,9,2.0,Life Sciences,1.0,Female,67,3.0,2.0,Research Scientist,3.0,Married,2897,22474,3,No,11,3.0,3.0,80,2.0,9,6,2.0,4,3,2,3,1,34764
6022,54,Travel_Rarely,155,Research & Development,9,2.0,Life Sciences,1.0,Female,67,3.0,2.0,Research Scientist,3.0,Married,2897,22474,3,No,11,3.0,3.0,80,2.0,9,6,2.0,4,3,2,3,1,34764
6023,27,Travel_Rarely,1054,Research & Development,8,3.0,Medical,3.0,Female,67,3.0,1.0,Research Scientist,4.0,Single,3445,6152,1,No,11,3.0,3.0,80,0.0,5407,5,2.0,6,2,1,4,1,41340
6024,27,Travel_Rarely,1054,Research & Development,8,3.0,Medical,3.0,Female,67,3.0,1.0,Research Scientist,4.0,Single,3445,6152,1,No,11,3.0,3.0,80,0.0,5407,5,2.0,6,2,1,4,0,41340
6025,31,Travel_Rarely,182,Research & Development,8,5.0,Life Sciences,1.0,Female,93,3.0,4.0,Research Director,2.0,Single,16422,8847,3,No,11,3.0,3.0,80,0.0,9,3,4.0,3,2,1,0,0,197064
6026,31,Travel_Rarely,182,Research & Development,8,5.0,Life Sciences,1.0,Female,93,3.0,4.0,Research Director,2.0,Single,16422,8847,3,No,11,3.0,3.0,80,0.0,9,3,4.0,3,2,1,0,0,197064
6027,31,Travel_Rarely,182,Research & Development,8,5.0,Life Sciences,1.0,Female,93,3.0,4.0,Research Director,2.0,Single,16422,8847,3,No,11,3.0,3.0,80,0.0,9,3,4.0,3,2,1,0,1,197064
6028,23,Travel_Rarely,541,Sales,2,1.0,Technical Degree,3.0,Male,62,3.0,1.0,Sales Representative,1.0,Divorced,2322,9518,3,No,13,3.0,3.0,80,1.0,3,3,3.0,0,0,2475,0,1,27864
6029,23,Travel_Rarely,541,Sales,2,1.0,Technical Degree,3.0,Male,62,3.0,1.0,Sales Representative,1.0,Divorced,2322,9518,3,No,13,3.0,3.0,80,1.0,3,3,3.0,0,0,2475,0,0,27864
6030,35,Travel_Rarely,607,Research & Development,9,3.0,Life Sciences,4.0,Female,66,2.0,3.0,Manufacturing Director,3.0,Married,10685,23457,1,Yes,20,4.0,2.0,80,1.0,17,2,3.0,17,14,5,15,1,128220
6031,31,Travel_Rarely,1463,Research & Development,23,3.0,Medical,2.0,Male,64,2.0,2.0,Healthcare Representative,4.0,Married,5582,14408,0,No,21,4.0,2.0,80,1.0,10,2,3.0,9,7420,7,8,0,66984
6032,31,Travel_Rarely,1463,Research & Development,23,3.0,Medical,2.0,Male,64,2.0,2.0,Healthcare Representative,4.0,Married,5582,14408,0,No,21,4.0,2.0,80,1.0,10,2,3.0,9,7420,7,8,1,66984
6033,31,Travel_Rarely,1463,Research & Development,23,3.0,Medical,2.0,Male,64,2.0,2.0,Healthcare Representative,4.0,Married,5582,14408,0,No,21,4.0,2.0,80,1.0,10,2,3.0,9,7420,7,8,1,66984
6034,34,Travel_Rarely,1440,Sales,147920,2.0,Technical Degree,2.0,Male,55,3.0,1.0,Sales Representative,3.0,Married,2308,4944,0,Yes,25,4.0,2.0,80,1.0,12,4,3.0,11,10,5,7,0,27696
6035,34,Travel_Rarely,1440,Sales,147920,2.0,Technical Degree,2.0,Male,55,3.0,1.0,Sales Representative,3.0,Married,2308,4944,0,Yes,25,4.0,2.0,80,1.0,12,4,3.0,11,10,5,7,1,27696
6036,34,Travel_Rarely,1440,Sales,147920,2.0,Technical Degree,2.0,Male,55,3.0,1.0,Sales Representative,3.0,Married,2308,4944,0,Yes,25,4.0,2.0,80,1.0,12,4,3.0,11,10,5,7,1,27696
6037,20,Travel_Frequently,871,Research & Development,6,3.0,Life Sciences,4.0,Female,66,2.0,1.0,Laboratory Technician,4.0,Single,2926,19783,1,Yes,18,3.0,2.0,80,0.0,1,5,3.0,1,0,1,8457,1,35112
6038,20,Travel_Frequently,871,Research & Development,6,3.0,Life Sciences,4.0,Female,66,2.0,1.0,Laboratory Technician,4.0,Single,2926,19783,1,Yes,18,3.0,2.0,80,0.0,1,5,3.0,1,0,1,8457,1,35112
6039,20,Travel_Frequently,871,Research & Development,6,3.0,Life Sciences,4.0,Female,66,2.0,1.0,Laboratory Technician,4.0,Single,2926,19783,1,Yes,18,3.0,2.0,80,0.0,1,5,3.0,1,0,1,8457,1,35112
6040,40,Travel_Rarely,1322,Research & Development,2,4.0,Life Sciences,3.0,Male,52,2.0,1.0,Research Scientist,3.0,Single,2809,2725,2,No,14,3.0,4.0,80,0.0,8,2,3.0,2,2816,2,2,1,33708
6041,40,Travel_Rarely,1322,Research & Development,2,4.0,Life Sciences,3.0,Male,52,2.0,1.0,Research Scientist,3.0,Single,2809,2725,2,No,14,3.0,4.0,80,0.0,8,2,3.0,2,2816,2,2,1,33708
6042,36,Non-Travel,427,Research & Development,8,3.0,Life Sciences,1.0,Female,63,4.0,3.0,Research Director,1.0,Married,11713,20335,9,No,14,3.0,1.0,80,1.0,10,2,3.0,8,7,0,5,1,140556
6043,36,Non-Travel,427,Research & Development,8,3.0,Life Sciences,1.0,Female,63,4.0,3.0,Research Director,1.0,Married,11713,20335,9,No,14,3.0,1.0,80,1.0,10,2,3.0,8,7,0,5,1,140556
6044,21,Travel_Rarely,337,Sales,7,1.0,Marketing,2.0,Male,31,3.0,1.0,Sales Representative,2.0,Single,2679,4567,1,No,13,3.0,2.0,80,0.0,1,3,3.0,1,0,6551,0,1,32148
6045,21,Travel_Rarely,337,Sales,7,1.0,Marketing,2.0,Male,31,3.0,1.0,Sales Representative,2.0,Single,2679,4567,1,No,13,3.0,2.0,80,0.0,1,3,3.0,1,0,6551,0,1,32148
6046,31,Travel_Rarely,1079,Sales,16,4.0,Marketing,1.0,Male,70,3.0,3.0,Sales Executive,3.0,Married,8161,19002,2,No,13,3.0,1.0,80,3.0,10,2,3.0,1,0,0,0,1,97932
6047,40,Travel_Frequently,692,Research & Development,11,3.0,Technical Degree,4.0,Female,73,3.0,2.0,Laboratory Technician,3.0,Married,6323,26849,1,No,11,3.0,1.0,80,1.0,3201,2,4.0,10,9,9,4,1,75876
6048,40,Travel_Frequently,692,Research & Development,11,3.0,Technical Degree,4.0,Female,73,3.0,2.0,Laboratory Technician,3.0,Married,6323,26849,1,No,11,3.0,1.0,80,1.0,3201,2,4.0,10,9,9,4,1,75876
6049,40,Travel_Frequently,692,Research & Development,11,3.0,Technical Degree,4.0,Female,73,3.0,2.0,Laboratory Technician,3.0,Married,6323,26849,1,No,11,3.0,1.0,80,1.0,3201,2,4.0,10,9,9,4,0,75876
6050,49,Travel_Rarely,465,Research & Development,6,1.0,Life Sciences,3.0,Female,41,2.0,4.0,Healthcare Representative,3.0,Married,13966,11652,2,Yes,19,3.0,2.0,80,1.0,30,3,3.0,15,11,2,9709,1,167592
6051,32,Travel_Frequently,1005,Research & Development,649517,2.0,Life Sciences,4.0,Male,79,3.0,1.0,Laboratory Technician,4.0,Single,3068,11864,0,No,13,3.0,3.0,80,0.0,8,2,2.0,7,7,3,6,1,36816
6052,32,Travel_Frequently,1005,Research & Development,649517,2.0,Life Sciences,4.0,Male,79,3.0,1.0,Laboratory Technician,4.0,Single,3068,11864,0,No,13,3.0,3.0,80,0.0,8,2,2.0,7,7,3,6,0,36816
6053,37,Travel_Rarely,1225,Research & Development,10,2.0,Life Sciences,4.0,Male,80,4.0,1.0,Research Scientist,4.0,Single,4680,15232,3,No,17,3.0,1.0,80,0.0,4,2,3.0,1,0,0,0,1,56160
6054,37,Travel_Rarely,1225,Research & Development,10,2.0,Life Sciences,4.0,Male,80,4.0,1.0,Research Scientist,4.0,Single,4680,15232,3,No,17,3.0,1.0,80,0.0,4,2,3.0,1,0,0,0,0,56160
6055,37,Travel_Rarely,1225,Research & Development,10,2.0,Life Sciences,4.0,Male,80,4.0,1.0,Research Scientist,4.0,Single,4680,15232,3,No,17,3.0,1.0,80,0.0,4,2,3.0,1,0,0,0,0,56160
6056,24,Travel_Rarely,693,Sales,3,2.0,Life Sciences,1.0,Female,65,3.0,2.0,Sales Executive,3.0,Single,4577,24785,9,No,14,3.0,1.0,80,0.0,2230,3,3.0,2,2,2,0,1,54924
6057,24,Travel_Rarely,693,Sales,3,2.0,Life Sciences,1.0,Female,65,3.0,2.0,Sales Executive,3.0,Single,4577,24785,9,No,14,3.0,1.0,80,0.0,2230,3,3.0,2,2,2,0,0,54924
6058,20,Travel_Rarely,654,Sales,688939,3.0,Marketing,3.0,Male,43,4.0,1.0,Sales Representative,4.0,Single,2678,5050,1,No,17,3.0,4.0,80,0.0,2,2,3.0,2,1,2,2,0,32136
6059,39,Travel_Frequently,443,Research & Development,549089,1.0,Life Sciences,3.0,Female,48,3.0,1.0,Laboratory Technician,3.0,Married,3755,17872,1,No,11,3.0,1.0,80,1.0,8,3,3.0,8,3,0,7,0,45060
6060,39,Travel_Frequently,443,Research & Development,549089,1.0,Life Sciences,3.0,Female,48,3.0,1.0,Laboratory Technician,3.0,Married,3755,17872,1,No,11,3.0,1.0,80,1.0,8,3,3.0,8,3,0,7,1,45060
6061,39,Travel_Frequently,443,Research & Development,549089,1.0,Life Sciences,3.0,Female,48,3.0,1.0,Laboratory Technician,3.0,Married,3755,17872,1,No,11,3.0,1.0,80,1.0,8,3,3.0,8,3,0,7,0,45060
6062,24,Travel_Rarely,1353,Sales,3,2.0,Other,1.0,Female,33,3.0,2.0,Sales Executive,3.0,Married,4999,17519,0,No,21,4.0,1.0,80,1.0,4,2,2.0,3,7866,0,2,0,59988
6063,41,Travel_Rarely,1283,Research & Development,5,5.0,Medical,2.0,Male,90,4.0,1.0,Research Scientist,3.0,Married,2127,5561,2,Yes,12,3.0,1.0,80,0.0,7,5,2.0,4,2,0,3,1,25524
6064,41,Travel_Rarely,1283,Research & Development,5,5.0,Medical,2.0,Male,90,4.0,1.0,Research Scientist,3.0,Married,2127,5561,2,Yes,12,3.0,1.0,80,0.0,7,5,2.0,4,2,0,3,1,25524
6065,41,Travel_Rarely,1283,Research & Development,5,5.0,Medical,2.0,Male,90,4.0,1.0,Research Scientist,3.0,Married,2127,5561,2,Yes,12,3.0,1.0,80,0.0,7,5,2.0,4,2,0,3,1,25524
6066,25,Travel_Rarely,1219,Research & Development,4,1.0,Technical Degree,4.0,Male,32,3.0,1.0,Laboratory Technician,4.0,Married,3691,4605,1,Yes,15,3.0,2.0,80,1.0,7,3,4.0,7,7,5,6,1,44292
6067,39,Travel_Rarely,1329,Sales,4,4.0,Life Sciences,4.0,Female,47,2.0,2.0,Sales Executive,3.0,Married,5902,14590,4,No,14,3.0,3.0,80,1.0,17,1,4.0,15,11,5,3546,1,70824
6068,39,Travel_Rarely,1329,Sales,4,4.0,Life Sciences,4.0,Female,47,2.0,2.0,Sales Executive,3.0,Married,5902,14590,4,No,14,3.0,3.0,80,1.0,17,1,4.0,15,11,5,3546,1,70824
6069,51,Travel_Rarely,1405,Research & Development,11,2.0,Technical Degree,4.0,Female,82,2.0,4.0,Manufacturing Director,2.0,Single,13142,24439,3,No,16,3.0,2.0,80,0.0,29,1,2.0,5,2,9509,3,1,157704
6070,51,Travel_Rarely,1405,Research & Development,11,2.0,Technical Degree,4.0,Female,82,2.0,4.0,Manufacturing Director,2.0,Single,13142,24439,3,No,16,3.0,2.0,80,0.0,29,1,2.0,5,2,9509,3,1,157704
6071,27,Travel_Frequently,1131,Research & Development,15,3.0,Life Sciences,4.0,Female,77,2.0,1.0,Research Scientist,1.0,Married,4774,23844,0,No,19,3.0,4.0,80,1.0,7349,2,2.0,7,6,7,3,1,57288
6072,27,Travel_Frequently,1131,Research & Development,15,3.0,Life Sciences,4.0,Female,77,2.0,1.0,Research Scientist,1.0,Married,4774,23844,0,No,19,3.0,4.0,80,1.0,7349,2,2.0,7,6,7,3,0,57288
6073,27,Travel_Frequently,1131,Research & Development,15,3.0,Life Sciences,4.0,Female,77,2.0,1.0,Research Scientist,1.0,Married,4774,23844,0,No,19,3.0,4.0,80,1.0,7349,2,2.0,7,6,7,3,1,57288
6074,44,Travel_Rarely,1459,Research & Development,10,4.0,Other,4.0,Male,41,3.0,2.0,Healthcare Representative,4.0,Married,6465,19121,2,Yes,13,3.0,4.0,80,0.0,9,5,4.0,4,2,1,3,1,77580
6075,44,Travel_Rarely,1459,Research & Development,10,4.0,Other,4.0,Male,41,3.0,2.0,Healthcare Representative,4.0,Married,6465,19121,2,Yes,13,3.0,4.0,80,0.0,9,5,4.0,4,2,1,3,0,77580
6076,44,Travel_Rarely,1459,Research & Development,10,4.0,Other,4.0,Male,41,3.0,2.0,Healthcare Representative,4.0,Married,6465,19121,2,Yes,13,3.0,4.0,80,0.0,9,5,4.0,4,2,1,3,1,77580
6077,25,Travel_Rarely,309,Human Resources,2,3.0,Human Resources,3.0,Female,82,3.0,1.0,Human Resources,2.0,Married,2187,19655,4,No,14,3.0,3.0,80,0.0,6,3,3.0,2,0,1,2,1,26244
6078,60,Travel_Rarely,422,Research & Development,7,3.0,Life Sciences,1.0,Female,41,3.0,5.0,Manager,1.0,Married,19566,3854,5,No,11,3.0,4.0,80,0.0,33,5,1.0,29,8,11,10,1,234792
6079,60,Travel_Rarely,422,Research & Development,7,3.0,Life Sciences,1.0,Female,41,3.0,5.0,Manager,1.0,Married,19566,3854,5,No,11,3.0,4.0,80,0.0,33,5,1.0,29,8,11,10,1,234792
6080,27,Travel_Rarely,1134,Research & Development,933385,4.0,Technical Degree,3.0,Female,37,3.0,1.0,Laboratory Technician,2.0,Married,2811,12086,9,No,14,3.0,2.0,80,1.0,4,2,3.0,2,2,2,2,0,33732
6081,27,Travel_Rarely,1134,Research & Development,933385,4.0,Technical Degree,3.0,Female,37,3.0,1.0,Laboratory Technician,2.0,Married,2811,12086,9,No,14,3.0,2.0,80,1.0,4,2,3.0,2,2,2,2,0,33732
6082,9219,Travel_Rarely,1085,Research & Development,2,4.0,Life Sciences,2.0,Female,57,1.0,1.0,Laboratory Technician,4.0,Divorced,2778,17725,4,Yes,13,3.0,3.0,80,1.0,10,1,2.0,7,7,1,0,1,33336
6083,33,Travel_Rarely,587,Research & Development,10,1.0,Medical,1.0,Male,38,1.0,1.0,Laboratory Technician,4.0,Divorced,3408,6705,7,No,13,3.0,1.0,80,3.0,8,2,3.0,4,3,1,3,1,40896
6084,34,Travel_Frequently,669,Research & Development,1,3.0,Medical,4.0,Male,97,2.0,2.0,Healthcare Representative,1.0,Single,5343,25755,0,No,20,4.0,3.0,80,0.0,14,3,3.0,13,9,4,9,1,64116
6085,40,Travel_Rarely,1342,Sales,9,2.0,Medical,1.0,Male,47,3.0,2.0,Sales Executive,1.0,Married,5473,19345,0,No,12,3.0,4.0,80,0.0,9,5,4.0,8,3509,7,1,1,65676
6086,30,Travel_Rarely,413,Sales,7,1.0,Marketing,4.0,Male,57,3.0,1.0,Sales Representative,2.0,Single,2983,18398,0,No,14,3.0,1.0,80,0.0,4,3,3.0,3,2,1,2,1,35796
